OCD	geneID
OCD_INPDsPGSCs_000001	PGSC0003DMC400005205
OCD_INPDsPGSCs_000001	PGSC0003DMC400005207
OCD_INPDsPGSCs_000001	PGSC0003DMC400005208
OCD_INPDsPGSCs_000001	PGSC0003DMC400005238
OCD_INPDsPGSCs_000001	PGSC0003DMC400005241
OCD_INPDsPGSCs_000001	PGSC0003DMC400005295
OCD_INPDsPGSCs_000001	PGSC0003DMC400005769
OCD_INPDsPGSCs_000001	PGSC0003DMC400006759
OCD_INPDsPGSCs_000001	PGSC0003DMC400007624
OCD_INPDsPGSCs_000001	PGSC0003DMC400008380
OCD_INPDsPGSCs_000001	PGSC0003DMC400008385
OCD_INPDsPGSCs_000001	PGSC0003DMC400008386
OCD_INPDsPGSCs_000001	PGSC0003DMC400008387
OCD_INPDsPGSCs_000001	PGSC0003DMC400008389
OCD_INPDsPGSCs_000001	PGSC0003DMC400009759
OCD_INPDsPGSCs_000001	PGSC0003DMC400009760
OCD_INPDsPGSCs_000001	PGSC0003DMC400009762
OCD_INPDsPGSCs_000001	PGSC0003DMC400009763
OCD_INPDsPGSCs_000001	PGSC0003DMC400011088
OCD_INPDsPGSCs_000001	PGSC0003DMC400011110
OCD_INPDsPGSCs_000001	PGSC0003DMC400011290
OCD_INPDsPGSCs_000001	PGSC0003DMC400011351
OCD_INPDsPGSCs_000001	PGSC0003DMC400011352
OCD_INPDsPGSCs_000001	PGSC0003DMC400011765
OCD_INPDsPGSCs_000001	PGSC0003DMC400013958
OCD_INPDsPGSCs_000001	PGSC0003DMC400018926
OCD_INPDsPGSCs_000001	PGSC0003DMC400020608
OCD_INPDsPGSCs_000001	PGSC0003DMC400021218
OCD_INPDsPGSCs_000001	PGSC0003DMC400023016
OCD_INPDsPGSCs_000001	PGSC0003DMC400024515
OCD_INPDsPGSCs_000001	PGSC0003DMC400025482
OCD_INPDsPGSCs_000001	PGSC0003DMC400025936
OCD_INPDsPGSCs_000001	PGSC0003DMC400025937
OCD_INPDsPGSCs_000001	PGSC0003DMC400025938
OCD_INPDsPGSCs_000001	PGSC0003DMC400026906
OCD_INPDsPGSCs_000001	PGSC0003DMC400026911
OCD_INPDsPGSCs_000001	PGSC0003DMC400026914
OCD_INPDsPGSCs_000001	PGSC0003DMC400026916
OCD_INPDsPGSCs_000001	PGSC0003DMC400026917
OCD_INPDsPGSCs_000001	PGSC0003DMC400026918
OCD_INPDsPGSCs_000001	PGSC0003DMC400026919
OCD_INPDsPGSCs_000001	PGSC0003DMC400027746
OCD_INPDsPGSCs_000001	PGSC0003DMC400027851
OCD_INPDsPGSCs_000001	PGSC0003DMC400028576
OCD_INPDsPGSCs_000001	PGSC0003DMC400030945
OCD_INPDsPGSCs_000001	PGSC0003DMC400030950
OCD_INPDsPGSCs_000001	PGSC0003DMC400030955
OCD_INPDsPGSCs_000001	PGSC0003DMC400031330
OCD_INPDsPGSCs_000001	PGSC0003DMC400031335
OCD_INPDsPGSCs_000001	PGSC0003DMC400032886
OCD_INPDsPGSCs_000001	PGSC0003DMC400035307
OCD_INPDsPGSCs_000001	PGSC0003DMC400036510
OCD_INPDsPGSCs_000001	PGSC0003DMC400037296
OCD_INPDsPGSCs_000001	PGSC0003DMC400038156
OCD_INPDsPGSCs_000001	PGSC0003DMC400038157
OCD_INPDsPGSCs_000001	PGSC0003DMC400038931
OCD_INPDsPGSCs_000001	PGSC0003DMC400041264
OCD_INPDsPGSCs_000001	PGSC0003DMC400041265
OCD_INPDsPGSCs_000001	PGSC0003DMC400041269
OCD_INPDsPGSCs_000001	PGSC0003DMC400041271
OCD_INPDsPGSCs_000001	PGSC0003DMC400041272
OCD_INPDsPGSCs_000001	PGSC0003DMC400042261
OCD_INPDsPGSCs_000001	PGSC0003DMC400045527
OCD_INPDsPGSCs_000001	PGSC0003DMC400048614
OCD_INPDsPGSCs_000001	PGSC0003DMC400048616
OCD_INPDsPGSCs_000001	PGSC0003DMC400048617
OCD_INPDsPGSCs_000001	PGSC0003DMC400048619
OCD_INPDsPGSCs_000001	PGSC0003DMC400048620
OCD_INPDsPGSCs_000001	PGSC0003DMC400049780
OCD_INPDsPGSCs_000001	PGSC0003DMC400049781
OCD_INPDsPGSCs_000001	PGSC0003DMC400049802
OCD_INPDsPGSCs_000001	PGSC0003DMC400051498
OCD_INPDsPGSCs_000001	PGSC0003DMC400055264
OCD_INPDsPGSCs_000001	PGSC0003DMC400056119
OCD_INPDsPGSCs_000001	PGSC0003DMC400059098
OCD_INPDsPGSCs_000001	PGSC0003DMC400059766
OCD_INPDsPGSCs_000001	Sotub01g006090
OCD_INPDsPGSCs_000001	Sotub01g006110
OCD_INPDsPGSCs_000001	Sotub01g006120
OCD_INPDsPGSCs_000001	Sotub01g006130
OCD_INPDsPGSCs_000001	Sotub01g006160
OCD_INPDsPGSCs_000001	Sotub01g006170
OCD_INPDsPGSCs_000001	Sotub01g006180
OCD_INPDsPGSCs_000001	Sotub01g007040
OCD_INPDsPGSCs_000001	Sotub01g008820
OCD_INPDsPGSCs_000001	Sotub01g008840
OCD_INPDsPGSCs_000001	Sotub01g035980
OCD_INPDsPGSCs_000001	Sotub01g036000
OCD_INPDsPGSCs_000001	Sotub01g036370
OCD_INPDsPGSCs_000001	Sotub01g036380
OCD_INPDsPGSCs_000001	Sotub03g009190
OCD_INPDsPGSCs_000001	Sotub04g005580
OCD_INPDsPGSCs_000001	Sotub04g025330
OCD_INPDsPGSCs_000001	Sotub04g025760
OCD_INPDsPGSCs_000001	Sotub04g026660
OCD_INPDsPGSCs_000001	Sotub04g026670
OCD_INPDsPGSCs_000001	Sotub04g026700
OCD_INPDsPGSCs_000001	Sotub04g026710
OCD_INPDsPGSCs_000001	Sotub04g026720
OCD_INPDsPGSCs_000001	Sotub04g026740
OCD_INPDsPGSCs_000001	Sotub04g026760
OCD_INPDsPGSCs_000001	Sotub04g026770
OCD_INPDsPGSCs_000001	Sotub04g027710
OCD_INPDsPGSCs_000001	Sotub04g027720
OCD_INPDsPGSCs_000001	Sotub04g027730
OCD_INPDsPGSCs_000001	Sotub04g027740
OCD_INPDsPGSCs_000001	Sotub04g027770
OCD_INPDsPGSCs_000001	Sotub04g027780
OCD_INPDsPGSCs_000001	Sotub04g027790
OCD_INPDsPGSCs_000001	Sotub04g027800
OCD_INPDsPGSCs_000001	Sotub04g027810
OCD_INPDsPGSCs_000001	Sotub04g031120
OCD_INPDsPGSCs_000001	Sotub05g014920
OCD_INPDsPGSCs_000001	Sotub05g014970
OCD_INPDsPGSCs_000001	Sotub05g014980
OCD_INPDsPGSCs_000001	Sotub06g007080
OCD_INPDsPGSCs_000001	Sotub06g008370
OCD_INPDsPGSCs_000001	Sotub06g008390
OCD_INPDsPGSCs_000001	Sotub06g008400
OCD_INPDsPGSCs_000001	Sotub07g006840
OCD_INPDsPGSCs_000001	Sotub08g013900
OCD_INPDsPGSCs_000001	Sotub08g014970
OCD_INPDsPGSCs_000001	Sotub08g017760
OCD_INPDsPGSCs_000001	Sotub08g018150
OCD_INPDsPGSCs_000001	Sotub08g018160
OCD_INPDsPGSCs_000001	Sotub08g023130
OCD_INPDsPGSCs_000001	Sotub08g023150
OCD_INPDsPGSCs_000001	Sotub08g023180
OCD_INPDsPGSCs_000001	Sotub08g023200
OCD_INPDsPGSCs_000001	Sotub08g023210
OCD_INPDsPGSCs_000001	Sotub08g023730
OCD_INPDsPGSCs_000001	Sotub09g011940
OCD_INPDsPGSCs_000001	Sotub09g012330
OCD_INPDsPGSCs_000001	Sotub09g012340
OCD_INPDsPGSCs_000001	Sotub09g012370
OCD_INPDsPGSCs_000001	Sotub09g015360
OCD_INPDsPGSCs_000001	Sotub09g021220
OCD_INPDsPGSCs_000001	Sotub10g018600
OCD_INPDsPGSCs_000001	Sotub10g018860
OCD_INPDsPGSCs_000001	Sotub10g018870
OCD_INPDsPGSCs_000001	Sotub10g018880
OCD_INPDsPGSCs_000001	Sotub10g018890
OCD_INPDsPGSCs_000001	Sotub12g005710
OCD_INPDsPGSCs_000001	Sotub12g005750
OCD_INPDsPGSCs_000001	Sotub12g005790
OCD_INPDsPGSCs_000001	Sotub12g005840
OCD_INPDsPGSCs_000001	Sotub12g005850
OCD_INPDsPGSCs_000001	Sotub12g005880
OCD_INPDsPGSCs_000001	Sotub12g005940
OCD_INPDsPGSCs_000001	Sotub12g005980
OCD_INPDsPGSCs_000001	Sotub12g008090
OCD_INPDsPGSCs_000001	Sotub12g008110
OCD_INPDsPGSCs_000001	Sotub12g008140
OCD_INPDsPGSCs_000001	Sotub12g008190
OCD_INPDsPGSCs_000001	Sotub12g008210
OCD_INPDsPGSCs_000001	Sotub12g008220
OCD_INPDsPGSCs_000001	Sotub12g008370
OCD_INPDsPGSCs_000001	Sotub12g008380
OCD_INPDsPGSCs_000001	Sotub12g008450
OCD_INPDsPGSCs_000001	Sotub12g008460
OCD_INPDsPGSCs_000001	Sotub12g011700
OCD_INPDsPGSCs_000001	Sotub12g018570
OCD_INPDsPGSCs_000001	Sotub12g021380
OCD_INPDsPGSCs_000001	Sotub12g023250
OCD_INPDsPGSCs_000001	Sotub12g023260
OCD_INPDsPGSCs_000001	Sotub12g023270
OCD_INPDsPGSCs_000001	Sotub12g031890
OCD_INPDsPGSCs_000001	Sotub12g031970
OCD_INPDsPGSCs_000001	Sotub12g031980
OCD_INPDsPGSCs_000001	Sotub12g031990
OCD_INPDsPGSCs_000001	Sotub12g032020
OCD_INPDsPGSCs_000001	Sotub12g032030
OCD_INPDsPGSCs_000001	Sotub12g032040
OCD_INPDsPGSCs_000001	Sotub12g032070
OCD_INPDsPGSCs_000001	Sotub12g032100
OCD_INPDsPGSCs_000001	Sotub12g032110
OCD_INPDsPGSCs_000001	Sotub12g032140
OCD_INPDsPGSCs_000001	Sotub12g032150
OCD_INPDsPGSCs_000001	Sotub12g032160
OCD_INPDsPGSCs_000001	Sotub12g032170
OCD_INPDsPGSCs_000001	Sotub12g032190
OCD_INPDsPGSCs_000001	Sotub12g032240
OCD_INPDsPGSCs_000001	Sotub12g032260
OCD_INPDsPGSCs_000001	Sotub12g032270
OCD_INPDsPGSCs_000001	Sotub12g032280
OCD_INPDsPGSCs_000001	Sotub12g032880
OCD_INPDsPGSCs_000001	SdnRY1_1658
OCD_INPDsPGSCs_000001	TDe_comp105728_c0_seq1
OCD_INPDsPGSCs_000001	CLCdnRY10_20630
OCD_INPDsPGSCs_000001	CLCdnDe7_8924
OCD_INPDsPGSCs_000001	CLCdnDe6_73066
OCD_INPDsPGSCs_000001	CLCdnDe11_21727
OCD_INPDsPGSCs_000001	PBdnRY1_14593
OCD_INPDsPGSCs_000001	SdnPW1_1847
OCD_INPDsPGSCs_000001	CLCdnDe5_4771
OCD_INPDsPGSCs_000001	CLCdnPW48_37102
OCD_INPDsPGSCs_000002	AT2G07190
OCD_INPDsPGSCs_000002	PGSC0003DMC400006798
OCD_INPDsPGSCs_000002	PGSC0003DMC400007011
OCD_INPDsPGSCs_000002	PGSC0003DMC400014761
OCD_INPDsPGSCs_000002	PGSC0003DMC400015473
OCD_INPDsPGSCs_000002	PGSC0003DMC400024697
OCD_INPDsPGSCs_000002	PGSC0003DMC400026311
OCD_INPDsPGSCs_000002	PGSC0003DMC400028800
OCD_INPDsPGSCs_000002	PGSC0003DMC400029530
OCD_INPDsPGSCs_000002	PGSC0003DMC400040036
OCD_INPDsPGSCs_000002	PGSC0003DMC400052149
OCD_INPDsPGSCs_000002	PGSC0003DMC400052415
OCD_INPDsPGSCs_000002	PGSC0003DMC400056514
OCD_INPDsPGSCs_000002	PGSC0003DMC400056610
OCD_INPDsPGSCs_000002	PGSC0003DMC400056729
OCD_INPDsPGSCs_000002	PGSC0003DMC400056785
OCD_INPDsPGSCs_000002	PGSC0003DMC400057114
OCD_INPDsPGSCs_000002	PGSC0003DMC400057658
OCD_INPDsPGSCs_000002	PGSC0003DMC400057860
OCD_INPDsPGSCs_000002	PGSC0003DMC400058504
OCD_INPDsPGSCs_000002	PGSC0003DMC400059325
OCD_INPDsPGSCs_000002	PGSC0003DMC400059421
OCD_INPDsPGSCs_000002	PGSC0003DMC400061041
OCD_INPDsPGSCs_000002	PGSC0003DMC400061704
OCD_INPDsPGSCs_000002	PGSC0003DMC400061738
OCD_INPDsPGSCs_000002	PGSC0003DMC400061787
OCD_INPDsPGSCs_000002	PGSC0003DMC400061865
OCD_INPDsPGSCs_000002	PGSC0003DMC400062477
OCD_INPDsPGSCs_000002	PGSC0003DMC400064279
OCD_INPDsPGSCs_000002	PGSC0003DMC400064750
OCD_INPDsPGSCs_000002	PGSC0003DMC400065400
OCD_INPDsPGSCs_000002	PGSC0003DMC400065531
OCD_INPDsPGSCs_000002	PGSC0003DMC400065895
OCD_INPDsPGSCs_000002	PGSC0003DMC400065925
OCD_INPDsPGSCs_000002	PGSC0003DMC400067325
OCD_INPDsPGSCs_000002	PGSC0003DMC400068019
OCD_INPDsPGSCs_000002	PGSC0003DMC400068128
OCD_INPDsPGSCs_000002	PGSC0003DMC400068806
OCD_INPDsPGSCs_000002	Sotub02g024190
OCD_INPDsPGSCs_000002	Sotub04g014470
OCD_INPDsPGSCs_000002	Sotub08g025370
OCD_INPDsPGSCs_000002	Sotub11g020350
OCD_INPDsPGSCs_000002	Sotub12g017170
OCD_INPDsPGSCs_000003	AT1G05080
OCD_INPDsPGSCs_000003	AT1G13780
OCD_INPDsPGSCs_000003	AT1G16930
OCD_INPDsPGSCs_000003	AT1G16940
OCD_INPDsPGSCs_000003	AT1G19410
OCD_INPDsPGSCs_000003	AT1G22000
OCD_INPDsPGSCs_000003	AT1G26815
OCD_INPDsPGSCs_000003	AT1G26890
OCD_INPDsPGSCs_000003	AT1G32020
OCD_INPDsPGSCs_000003	AT1G32375
OCD_INPDsPGSCs_000003	AT1G50980
OCD_INPDsPGSCs_000003	AT1G51055
OCD_INPDsPGSCs_000003	AT1G51370
OCD_INPDsPGSCs_000003	AT1G55030
OCD_INPDsPGSCs_000003	AT1G55660
OCD_INPDsPGSCs_000003	AT1G60400
OCD_INPDsPGSCs_000003	AT1G60410
OCD_INPDsPGSCs_000003	AT1G66290
OCD_INPDsPGSCs_000003	AT1G66300
OCD_INPDsPGSCs_000003	AT1G66310
OCD_INPDsPGSCs_000003	AT1G66320
OCD_INPDsPGSCs_000003	AT1G66640
OCD_INPDsPGSCs_000003	AT1G69630
OCD_INPDsPGSCs_000003	AT1G78730
OCD_INPDsPGSCs_000003	AT1G78740
OCD_INPDsPGSCs_000003	AT1G78750
OCD_INPDsPGSCs_000003	AT1G78760
OCD_INPDsPGSCs_000003	AT1G78840
OCD_INPDsPGSCs_000003	AT1G80470
OCD_INPDsPGSCs_000003	AT2G04230
OCD_INPDsPGSCs_000003	AT2G26030
OCD_INPDsPGSCs_000003	AT2G26860
OCD_INPDsPGSCs_000003	AT2G27505
OCD_INPDsPGSCs_000003	AT3G10750
OCD_INPDsPGSCs_000003	AT3G19085
OCD_INPDsPGSCs_000003	AT3G23955
OCD_INPDsPGSCs_000003	AT3G26920
OCD_INPDsPGSCs_000003	AT3G26922
OCD_INPDsPGSCs_000003	AT3G26930
OCD_INPDsPGSCs_000003	AT3G49020
OCD_INPDsPGSCs_000003	AT3G49030
OCD_INPDsPGSCs_000003	AT3G49040
OCD_INPDsPGSCs_000003	AT3G49480
OCD_INPDsPGSCs_000003	AT3G50710
OCD_INPDsPGSCs_000003	AT3G51530
OCD_INPDsPGSCs_000003	AT3G52680
OCD_INPDsPGSCs_000003	AT3G52690
OCD_INPDsPGSCs_000003	AT3G53550
OCD_INPDsPGSCs_000003	AT3G54910
OCD_INPDsPGSCs_000003	AT3G55670
OCD_INPDsPGSCs_000003	AT3G56780
OCD_INPDsPGSCs_000003	AT3G60710
OCD_INPDsPGSCs_000003	AT4G00160
OCD_INPDsPGSCs_000003	AT4G00315
OCD_INPDsPGSCs_000003	AT4G09920
OCD_INPDsPGSCs_000003	AT4G10400
OCD_INPDsPGSCs_000003	AT4G10410
OCD_INPDsPGSCs_000003	AT4G10420
OCD_INPDsPGSCs_000003	AT4G13965
OCD_INPDsPGSCs_000003	AT4G13985
OCD_INPDsPGSCs_000003	AT4G15060
OCD_INPDsPGSCs_000003	AT4G15075
OCD_INPDsPGSCs_000003	AT4G26340
OCD_INPDsPGSCs_000003	AT4G26350
OCD_INPDsPGSCs_000003	AT5G11370
OCD_INPDsPGSCs_000003	AT5G18770
OCD_INPDsPGSCs_000003	AT5G18780
OCD_INPDsPGSCs_000003	AT5G22590
OCD_INPDsPGSCs_000003	AT5G22600
OCD_INPDsPGSCs_000003	AT5G22610
OCD_INPDsPGSCs_000003	AT5G22660
OCD_INPDsPGSCs_000003	AT5G22670
OCD_INPDsPGSCs_000003	AT5G22680
OCD_INPDsPGSCs_000003	AT5G22700
OCD_INPDsPGSCs_000003	AT5G22720
OCD_INPDsPGSCs_000003	AT5G22730
OCD_INPDsPGSCs_000003	AT5G25850
OCD_INPDsPGSCs_000003	AT5G27750
OCD_INPDsPGSCs_000003	AT5G38565
OCD_INPDsPGSCs_000003	AT5G38570
OCD_INPDsPGSCs_000003	AT5G38580
OCD_INPDsPGSCs_000003	AT5G38590
OCD_INPDsPGSCs_000003	AT5G40750
OCD_INPDsPGSCs_000003	AT5G44490
OCD_INPDsPGSCs_000003	AT5G44850
OCD_INPDsPGSCs_000003	AT5G44940
OCD_INPDsPGSCs_000003	AT5G44950
OCD_INPDsPGSCs_000003	AT5G44960
OCD_INPDsPGSCs_000003	AT5G44970
OCD_INPDsPGSCs_000003	AT5G44980
OCD_INPDsPGSCs_000003	AT5G50270
OCD_INPDsPGSCs_000003	AT5G52460
OCD_INPDsPGSCs_000003	AT5G53592
OCD_INPDsPGSCs_000003	AT5G53640
OCD_INPDsPGSCs_000003	AT5G53840
OCD_INPDsPGSCs_000003	AT5G56325
OCD_INPDsPGSCs_000003	AT5G56370
OCD_INPDsPGSCs_000003	AT5G56380
OCD_INPDsPGSCs_000003	AT5G56390
OCD_INPDsPGSCs_000003	AT5G56400
OCD_INPDsPGSCs_000003	AT5G56410
OCD_INPDsPGSCs_000003	AT5G56420
OCD_INPDsPGSCs_000003	AT5G56430
OCD_INPDsPGSCs_000003	AT5G56440
OCD_INPDsPGSCs_000003	AT5G56452
OCD_INPDsPGSCs_000003	AT5G56560
OCD_INPDsPGSCs_000003	AT5G56570
OCD_INPDsPGSCs_000003	AT5G56690
OCD_INPDsPGSCs_000003	AT5G56700
OCD_INPDsPGSCs_000003	AT5G56800
OCD_INPDsPGSCs_000003	AT5G56810
OCD_INPDsPGSCs_000003	AT5G56820
OCD_INPDsPGSCs_000003	AT5G60610
OCD_INPDsPGSCs_000003	AT5G62970
OCD_INPDsPGSCs_000003	PGSC0003DMC400015589
OCD_INPDsPGSCs_000003	PGSC0003DMC400054294
OCD_INPDsPGSCs_000003	PGSC0003DMC400054322
OCD_INPDsPGSCs_000003	Sotub01g029160
OCD_INPDsPGSCs_000003	Sotub01g029180
OCD_INPDsPGSCs_000003	Sotub01g029190
OCD_INPDsPGSCs_000003	Sotub09g010130
OCD_INPDsPGSCs_000003	Sotub09g010140
OCD_INPDsPGSCs_000003	CLCdnRY6_1429
OCD_INPDsPGSCs_000003	CLCdnDe11_47046
OCD_INPDsPGSCs_000003	VdnDe4_126545
OCD_INPDsPGSCs_000004	AT1G30570
OCD_INPDsPGSCs_000004	AT1G66910
OCD_INPDsPGSCs_000004	AT1G66920
OCD_INPDsPGSCs_000004	AT1G66930
OCD_INPDsPGSCs_000004	AT1G67000
OCD_INPDsPGSCs_000004	AT1G70250
OCD_INPDsPGSCs_000004	AT2G21480
OCD_INPDsPGSCs_000004	AT2G23200
OCD_INPDsPGSCs_000004	AT2G39360
OCD_INPDsPGSCs_000004	AT3G04690
OCD_INPDsPGSCs_000004	AT3G46290
OCD_INPDsPGSCs_000004	AT3G51550
OCD_INPDsPGSCs_000004	AT4G18250
OCD_INPDsPGSCs_000004	AT4G39110
OCD_INPDsPGSCs_000004	AT5G24010
OCD_INPDsPGSCs_000004	AT5G28680
OCD_INPDsPGSCs_000004	AT5G38240
OCD_INPDsPGSCs_000004	AT5G38250
OCD_INPDsPGSCs_000004	AT5G38260
OCD_INPDsPGSCs_000004	AT5G38280
OCD_INPDsPGSCs_000004	AT5G38990
OCD_INPDsPGSCs_000004	AT5G39000
OCD_INPDsPGSCs_000004	AT5G39020
OCD_INPDsPGSCs_000004	AT5G39030
OCD_INPDsPGSCs_000004	AT5G54380
OCD_INPDsPGSCs_000004	AT5G59700
OCD_INPDsPGSCs_000004	AT5G61350
OCD_INPDsPGSCs_000004	PGSC0003DMC400002294
OCD_INPDsPGSCs_000004	PGSC0003DMC400002296
OCD_INPDsPGSCs_000004	PGSC0003DMC400002464
OCD_INPDsPGSCs_000004	PGSC0003DMC400002467
OCD_INPDsPGSCs_000004	PGSC0003DMC400006076
OCD_INPDsPGSCs_000004	PGSC0003DMC400010170
OCD_INPDsPGSCs_000004	PGSC0003DMC400010663
OCD_INPDsPGSCs_000004	PGSC0003DMC400012927
OCD_INPDsPGSCs_000004	PGSC0003DMC400012941
OCD_INPDsPGSCs_000004	PGSC0003DMC400017117
OCD_INPDsPGSCs_000004	PGSC0003DMC400018703
OCD_INPDsPGSCs_000004	PGSC0003DMC400023866
OCD_INPDsPGSCs_000004	PGSC0003DMC400024749
OCD_INPDsPGSCs_000004	PGSC0003DMC400024750
OCD_INPDsPGSCs_000004	PGSC0003DMC400024751
OCD_INPDsPGSCs_000004	PGSC0003DMC400024752
OCD_INPDsPGSCs_000004	PGSC0003DMC400024755
OCD_INPDsPGSCs_000004	PGSC0003DMC400024756
OCD_INPDsPGSCs_000004	PGSC0003DMC400024757
OCD_INPDsPGSCs_000004	PGSC0003DMC400025681
OCD_INPDsPGSCs_000004	PGSC0003DMC400026188
OCD_INPDsPGSCs_000004	PGSC0003DMC400027254
OCD_INPDsPGSCs_000004	PGSC0003DMC400027759
OCD_INPDsPGSCs_000004	PGSC0003DMC400027762
OCD_INPDsPGSCs_000004	PGSC0003DMC400033454
OCD_INPDsPGSCs_000004	PGSC0003DMC400036732
OCD_INPDsPGSCs_000004	PGSC0003DMC400037841
OCD_INPDsPGSCs_000004	PGSC0003DMC400040508
OCD_INPDsPGSCs_000004	PGSC0003DMC400040693
OCD_INPDsPGSCs_000004	PGSC0003DMC400042695
OCD_INPDsPGSCs_000004	PGSC0003DMC400043439
OCD_INPDsPGSCs_000004	PGSC0003DMC400045697
OCD_INPDsPGSCs_000004	PGSC0003DMC400045807
OCD_INPDsPGSCs_000004	PGSC0003DMC400052063
OCD_INPDsPGSCs_000004	PGSC0003DMC400053239
OCD_INPDsPGSCs_000004	PGSC0003DMC400053240
OCD_INPDsPGSCs_000004	PGSC0003DMC400053242
OCD_INPDsPGSCs_000004	PGSC0003DMC400053243
OCD_INPDsPGSCs_000004	PGSC0003DMC400057920
OCD_INPDsPGSCs_000004	PGSC0003DMC400062833
OCD_INPDsPGSCs_000004	PGSC0003DMC400063175
OCD_INPDsPGSCs_000004	PGSC0003DMC400065940
OCD_INPDsPGSCs_000004	Sotub01g017980
OCD_INPDsPGSCs_000004	Sotub01g047410
OCD_INPDsPGSCs_000004	Sotub02g005470
OCD_INPDsPGSCs_000004	Sotub02g005480
OCD_INPDsPGSCs_000004	Sotub02g016180
OCD_INPDsPGSCs_000004	Sotub02g029380
OCD_INPDsPGSCs_000004	Sotub02g033810
OCD_INPDsPGSCs_000004	Sotub02g033830
OCD_INPDsPGSCs_000004	Sotub03g010330
OCD_INPDsPGSCs_000004	Sotub03g021720
OCD_INPDsPGSCs_000004	Sotub03g029200
OCD_INPDsPGSCs_000004	Sotub03g032750
OCD_INPDsPGSCs_000004	Sotub04g006400
OCD_INPDsPGSCs_000004	Sotub04g022830
OCD_INPDsPGSCs_000004	Sotub05g008340
OCD_INPDsPGSCs_000004	Sotub05g008390
OCD_INPDsPGSCs_000004	Sotub05g008420
OCD_INPDsPGSCs_000004	Sotub05g008430
OCD_INPDsPGSCs_000004	Sotub05g008440
OCD_INPDsPGSCs_000004	Sotub05g008450
OCD_INPDsPGSCs_000004	Sotub05g008460
OCD_INPDsPGSCs_000004	Sotub05g008480
OCD_INPDsPGSCs_000004	Sotub05g008490
OCD_INPDsPGSCs_000004	Sotub05g008520
OCD_INPDsPGSCs_000004	Sotub05g008530
OCD_INPDsPGSCs_000004	Sotub05g008580
OCD_INPDsPGSCs_000004	Sotub05g008590
OCD_INPDsPGSCs_000004	Sotub05g008600
OCD_INPDsPGSCs_000004	Sotub05g014000
OCD_INPDsPGSCs_000004	Sotub05g027730
OCD_INPDsPGSCs_000004	Sotub05g027940
OCD_INPDsPGSCs_000004	Sotub06g007880
OCD_INPDsPGSCs_000004	Sotub06g007890
OCD_INPDsPGSCs_000004	Sotub06g010260
OCD_INPDsPGSCs_000004	Sotub07g026880
OCD_INPDsPGSCs_000004	Sotub09g014230
OCD_INPDsPGSCs_000004	Sotub10g007090
OCD_INPDsPGSCs_000004	Sotub10g018120
OCD_INPDsPGSCs_000004	Sotub11g029710
OCD_INPDsPGSCs_000004	Sotub12g018470
OCD_INPDsPGSCs_000004	Sotub12g018480
OCD_INPDsPGSCs_000004	Sotub12g018520
OCD_INPDsPGSCs_000004	CLCdnDe14_76122
OCD_INPDsPGSCs_000004	CLCdnDe14_95
OCD_INPDsPGSCs_000004	VdnPW4_3706
OCD_INPDsPGSCs_000004	CLCdnDe10_30429
OCD_INPDsPGSCs_000004	CLCdnDe11_54045
OCD_INPDsPGSCs_000004	VdnDe2_136132
